Freq.	Ic(Q8)
Step Information: Cl=1µ  (Step: 1/2)
5.12861383991352e+08	(-2.04892536144555e+02dB,-1.61800819236049e+02°)
5.24807460249759e+08	(-2.05241046286902e+02dB,-1.62213723146361e+02°)
5.37031796370239e+08	(-2.05589000020891e+02dB,-1.62623722987926e+02°)
5.49540873857610e+08	(-2.05936357876389e+02dB,-1.63031076716585e+02°)
5.62341325190335e+08	(-2.06283081226989e+02dB,-1.63436036127164e+02°)
5.75439937337142e+08	(-2.06629132214799e+02dB,-1.63838845893328e+02°)
5.88843655355574e+08	(-2.06974473666542e+02dB,-1.64239742604844e+02°)
6.02559586074342e+08	(-2.07319069000882e+02dB,-1.64638953807528e+02°)
6.16595001861466e+08	(-2.07662882127236e+02dB,-1.65036697050523e+02°)
6.30957344480177e+08	(-2.08005877336053e+02dB,-1.65433178946760e+02°)
6.45654229034639e+08	(-2.08348019181082e+02dB,-1.65828594251179e+02°)
6.60693448007579e+08	(-2.08689272353829e+02dB,-1.66223124962597e+02°)
6.76082975391964e+08	(-2.09029601550722e+02dB,-1.66616939454208e+02°)
6.91830970918918e+08	(-2.09368971333631e+02dB,-1.67010191637597e+02°)
7.07945784384120e+08	(-2.09707345984276e+02dB,-1.67403020165388e+02°)
7.24435960074971e+08	(-2.10044689353281e+02dB,-1.67795547677079e+02°)
7.41310241300898e+08	(-2.10380964704698e+02dB,-1.68187880092100e+02°)
7.58577575029164e+08	(-2.10716134556856e+02dB,-1.68580105954004e+02°)
7.76247116628671e+08	(-2.11050160520386e+02dB,-1.68972295829251e+02°)
7.94328234724261e+08	(-2.11383003134390e+02dB,-1.69364501763506e+02°)
8.12830516164078e+08	(-2.11714621701686e+02dB,-1.69756756797852e+02°)
8.31763771102649e+08	(-2.12044974124144e+02dB,-1.70149074546681e+02°)
8.51138038202354e+08	(-2.12374016738923e+02dB,-1.70541448839131e+02°)
8.70963589956058e+08	(-2.12701704156660e+02dB,-1.70933853424534e+02°)
8.91250938133722e+08	(-2.13027989102357e+02dB,-1.71326241742752e+02°)
9.12010839355886e+08	(-2.13352822259793e+02dB,-1.71718546759368e+02°)
9.33254300796966e+08	(-2.13676152120187e+02dB,-1.72110680865475e+02°)
9.54992586021411e+08	(-2.13997924835652e+02dB,-1.72502535841700e+02°)
9.77237220955785e+08	(-2.14318084077992e+02dB,-1.72893982885588e+02°)
1.00000000000000e+09	(-2.14636570903102e+02dB,-1.73284872701841e+02°)
